title,author,condition,price
De Lotgevallen Van Een Garde D'Honneur (1813-1814) Bewerkt Naar Gegevens Uit Een Familie-Archief,by F. H. N. Bloemink,Rare Books,£7.49
More Stories,by Barry Pain,Rare Books,£6.99
Death and the Bridegroom,by Freda Hurt,Rare Books,£8.79
The Red Chalet,by Bess Norton,Rare Books,£6.89
Just Mary: A Memoir,by Mary O'Rourke,Rare Books,£6.89
Het Bosvolkje,by William J. Long,Rare Books,£6.49
An tAsailín Glas,by Noel Barr,Rare Books,£6.69
Ninety Nine Wimpole Street,by Abraham J Johnston,Rare Books,£7.39
The Puritan Strain,by Faith Baldwin,Rare Books,£7.09
Tackle Bowls This Way,by Norman King,Rare Books,£4.99
Personal History of Lord Bacon From Unpublished Papers,by William Hepworth Dixon,Rare Books,£7.09
A Tale of Two Cities,by Charles Dickens,Rare Books,£7.29
The House of The Seven Gables,by N Hawthorne,Rare Books,£6.79
Micah Clarke - His Statement,by Arthur Conan Doyle,Rare Books,£10.39
Word for Word,by Robin Muir,Rare Books,£18.99
"The Western, From Silents to Cinerama",by George N. Fenin & William K. Everson,Rare Books,£13.69
Banish Ill-Health. the Art of Being Well and Living Long. Principles and Practice of Nature Cure Explained,by G. Phillips,Rare Books,£7.49
The Fifth Wheel,by Moshe Shamir,Rare Books,£9.79
Le Grand Meaulnes,by Alain Fournier,Rare Books,£5.09
"Hagar and Co.'s Commercial Directory of the County of Leicester; Containing an Alphabetical List of the Gentry, Merchants, Manufacturers, Professions, Trades, Etc.",by Various s,Rare Books,£19.09
"The Diaries Of Thomas Wilson,1731-37 And 1750,son Of Bishop Wilson Of Sodor & Man",by Thomas Wilson,Rare Books,£10.39
The Story of the Hills,by Rev. H.N. Hutchinson,Rare Books,£10.39
Motoring History; Dutton Vista Pictureback No. 5,by Lionel Thomas Caswall Rolt,Rare Books,£8.39
Phantom Walls,by Sir Oliver Lodge,Rare Books,£16.89
Bristol And It's Adjoining Counties,"by C.W. MacInnes, W. F. Whittard",Rare Books,£10.59
Moment of Truth,by Arnold Rodin,Rare Books,£4.59
Pipeline to Battle,by Rainer Peter W.,Rare Books,£15.49
Ancient Streets & Homesteads of England,"by Rimmer, Alfred.",Rare Books,£11.99
The Rule of Faith,by W.P. Paterson,Rare Books,£7.79
Vera The Vet,by S. Haddock,Rare Books,£7.29
Archaeology for fun: A Quiz Book (Educational quiz books),by G. Ridsdill Smith,Rare Books,£11.69
A Dictionary of Applied Physics Vol.II,by Sir Richard Glazebrook,Rare Books,£13.69
Adventures With The Zoo Man.,by David Seth-Smith,Rare Books,£7.79
Zimbabwe: Years of Hope and Despair,by Philip Barclay,Rare Books,£5.09
The Vicomte de Bragelonne,by Alexandre Dumas,Rare Books,£9.39
"The Complete Guide to Nine Star Ki: A Timeless System for Discovering Life, Love and Prosperity",by Bob Sachs,Rare Books,£14.79
The Journals of Arnold Bennett,by Newman Flower,Rare Books,£7.89
Normandy,by Sisley Huddleston,Rare Books,£9.79
Major American Writers - Volume One,"by Howard Mumford Jones, et al. (Ed.)",Rare Books,£12.69
Victor Hugo,by Jules Bertaut,Rare Books,£11.69
A Popular Dictionary of Buddhism,by Christmas Humphreys,Rare Books,£8.79
The River Trent,by J. H. Ingram,Rare Books,£8.99
Handbook to the City of Dublin and the Surrounding District,by Unstated,Rare Books,£19.79
Cautionary Verses,by Hilaire Belloc,Rare Books,£10.59
The Meaning of Evolution,by G. G. Simpson,Rare Books,£8.99
The Children of the New Forest,by Captain Marryat,Rare Books,£13.69
Nineteenth Century Britain 1815-1914,by Anthony Wood,Rare Books,£21.79
Essays on the Civil War and Reconstruction,by W. A. Dunning,Rare Books,£12.79
The French Nation: From Napoleon to Petain 1814-1940,by D.W.Brogan,Rare Books,£6.59
"Physical Realism, Being an Analytical Philosophy From the Physical Objects of Science to the Physical Data of Sense",by Thomas Case,Rare Books,£29.59
Frederica,by Georgette Heyer,Rare Books,£19.09
Woburn And The Russells,by Gladys Scott Thomson,Rare Books,£5.99
"The Earl of Beaconsfield, His Life and Work",by Lewis Apjohn,Rare Books,£16.59
Harvest of Storm,by R. F. W. Rees,Rare Books,£11.89
Smuggler's Luck,by Edouard A. Stackpole,Rare Books,£22.79
Rand-Cent Discount and Commission Reckoner,by Anon,Rare Books,£16.79
The Lightless Sky: An Afghan Refugee Boy's Journey of Escape to A New Life in Britain,by Gulwali Passarlay with Nadene Ghouri,Rare Books,£8.39
Boswell's Journal of a Tour to the Hebrides with Samuel Johnson: Volume I,by Samuel Johnson,Rare Books,£17.39
Pursuit,by Berry Morgan,Rare Books,£5.09
No Other Way: The Story Of A Doctor From East Germany,by Herbert L. Schrader,Rare Books,£7.89
The Story Of English Literature Vol I,by E W Edmunds,Rare Books,£7.79
The Analysis of Air Pollutants,by W. Leithe,Rare Books,£13.49
Stubborn Soil,by Seton Pollock,Rare Books,£4.49
Paul Scofield: An Illustrated Study Of His Work With A List Of His Appearances On Stage And Screen,by J C Trewin,Rare Books,£19.69
Bargain Fever: How to Shop in a Discounted World,by Mark Ellwood,Rare Books,£4.49
We'll Trace the Rainbow,by Jean Brown,Rare Books,£4.49
Switzerland for Beginners,by George Mikes,Rare Books,£5.99
"The Scholarly Mouse, and Other Tales",by Dal Stivens,Rare Books,£5.29
Foxe's Book of Martyrs,by W. Grinton Berry,Rare Books,£12.09
Landmarks from Bow to Boston,by The Christian Science Publishing Society,Rare Books,£4.29
The Unsmiling Giants: The Sixth All Blacks Tour,by Wallace Reyburn,Rare Books,£11.69
Montreux,by J. Hardwicke Lewis & May Hardwicke Lewis,Rare Books,£7.19
Golden Leaves from the Works of the Poets and Painters,by Robert Bell,Rare Books,£12.79
Two Centuries of Irish History,by James Hawthorne (Ed.),Rare Books,£4.39
South America,by Edward V. Lane,Rare Books,£5.09
Tales from Shakespeare,by Charles and Mary Lamb,Rare Books,£5.19
Wuthering Heights,by Emily Bronte,Rare Books,£4.49
From N to Z,by C. V. Smith,Rare Books,£5.19
Thistle Country,by Edwin Newold Bradley,Rare Books,£5.09
Ulta Pulta,by E. C. Wren,Rare Books,£11.69
Jade: My Autobiography,by Jade Goody,Rare Books,£5.09
We Three at School,by Kathlyn Rhodes,Rare Books,£5.09
The Collected Poems: With a Memoir By Edward Marsh,by Rupert Brooke,Rare Books,£4.49
A Textbook of General Botany: For Colleges and Universities,by Richard M. Holman,Rare Books,£5.09
The Story of the Motor Car,by David Carey,Rare Books,£3.89
Round The World With An Appetite,by Molly Castle,Rare Books,£4.49
A Joyous Adventure,by Baroness Orczy,Rare Books,£4.49
The Middle Ages,by R. J. Unstead,Rare Books,£3.89
Jim Penney's Golden Nugget,by Elizabeth Witheridge,Rare Books,£5.09
"The Life of St. Thomas Aquinas, The Angelic Doctor",by P. Cavanagh Ed,Rare Books,£16.29
The Passion of Our Lord,by Gaetano De Lai,Rare Books,£12.19
Dead End Bluff,by Elizabeth Witheridge,Rare Books,£4.49
The Girls' Budget,by Various s,Rare Books,£4.49
50 Famous Tanks,"by George Bradford, Len Morgan",Rare Books,£3.89
Fruit Growing for Amateurs,by Various,Rare Books,£4.49
Instead: A Short Story Collection,by Sue Hampton,Rare Books,£3.89
Golden Foot; The Story of Judson of Burma,by J.R. Batten,Rare Books,£4.49
A School Libel,by Richard Bird,Rare Books,£4.49
Good Wives,by Louisa M. Alcott,Rare Books,£4.99
Mickla Bendore,by The Earl of Lytton,Rare Books,£4.49
The Tale of Beatrix Potter,by Margaret Lane,Rare Books,£4.89
Ghost Bear A Collection Of Verse,by Toni Allfrey & Brian J Bale,Rare Books,£5.59
Sweet Counsel - a Book for Girls,by Sarah Tytler,Rare Books,£6.49
Mademoiselle de Maupin and One of Cleopatra's Nights,by Theophile Gautier,Rare Books,£5.49
The Adventures of Huckleberry Finn Tom Sawyer's Comrade,by Mark Twain,Rare Books,£8.89
The Progression of Marmaduke,by Florence Dismore,Rare Books,£12.79
Breaking 80: The Life and Times of Joe Carr,by Dermot Gilleece,Rare Books,£15.89
The Shepherd's Guide,by Gunby Hadath,Rare Books,£7.09
Critical and Historical Essays. Vol. II,by T. B. Macaulay,Rare Books,£6.99
The Church And The Sex Question,by John W Coutts,Rare Books,£23.99
The Life And Livelihood Geographies Book One,by D.W. Shave,Rare Books,£6.89
Introducing Puppies,by Peter Jowett,Rare Books,£7.39
Typhoon,by Joseph Conrad,Rare Books,£8.49
Best Of Friends,by Fox Russell,Rare Books,£25.39
The Three Chums,by M.L.Ridley,Rare Books,£7.99
Chivalry in English Literature,by William Henry Schofield,Rare Books,£16.59
"""Horizon"" at the Edge of the Universe (Ariel Books)",by None Stated,Rare Books,£4.79
The Mystery Of Cousin John,by Christine Hunter,Rare Books,£12.19
The History of England from the Accession of James II: Volume 3,by T.B.Macaulay,Rare Books,£11.99
Business Economics And Statistics,by A.J. Merrett and G. Bannock,Rare Books,£10.79
The Priceless Treasure,by J.W. Kirton,Rare Books,£26.99
Jose,by Armando Palacio Valdes,Rare Books,£11.99
Ballads of Mourne,by Richard Rowley,Rare Books,£20.89
Family And Kinship In East London,by Michael Young,Rare Books,£12.49
Lives to Remember St.Paul,by H.K.Luce,Rare Books,£7.09
Israel,by Norman de Mattos Bentwich,Rare Books,£8.39
The Protestant Faith And Challenge,by R. Pyke,Rare Books,£7.69
Lift up your Hearts,by Elsie Chamberlain,Rare Books,£7.69
All Judgment Fled,by James White,Rare Books,£4.79
A History of Jewish life in Modern Times: For Young People,by Dorothy F.Zeligs,Rare Books,£8.29
Here in Australia,by Bill Beatty,Rare Books,£7.69
Good-Bye to My Generation,by Walter Carey,Rare Books,£8.79
A Treasury Of Asian Literature.,by John D. Yohannan (Editor),Rare Books,£9.99
The English Humourists Of the Eighteenth Century : the Four Georges Etc.,by William Makepeace Thackeray,Rare Books,£9.99
The Green Parakeets,by Hilary Wilde,Rare Books,£16.59
Collectors' Items from the Saturday Book,by Unstated,Rare Books,£6.39
New Poems,by Robert Browning E.B. Browning F.G.Kenyon (Ed.),Rare Books,£6.99
Emissary of Light,by James F. Twyman,Rare Books,£8.99
Voices of Petersfield and District,by Pamela Payne,Rare Books,£4.99
The Sea Angler's Fishes,by Michael Kennedy,Rare Books,£9.99
"Disorders of the Blood: Diagnosis, Pathology, Treatment and Technique","by Sir Lionel Whitby, C.J.C.Britton",Rare Books,£11.29
Masada: Herod's Fortress and the Zealots' Last Stand,by Yigael Yadin,Rare Books,£12.79
A Bullet in the Ballet,by Caryl Brahms,Rare Books,£22.19
Away With the Vicar,by Margaret Walker,Rare Books,£4.99
How Roads Have Grown,by Philip Rush,Rare Books,£8.29
Bull and Brass,by John Foley,Rare Books,£8.09
The Manor School,by H. Elrington,Rare Books,£11.99
Dancing Rhymes and Others,by Dolly Scouloudi,Rare Books,£16.29
Great Reads: Pride and Prejudice,by Jane Austen,Rare Books,£8.29
Taking the Ache Out of Gardening,by Stuart Dudley,Rare Books,£7.59
My Book of Cars,by Unstated,Rare Books,£7.39
"Saint Joan, a Chronicle; and, The Applecart, a Political Extravaganza",by Bernard Shaw,Rare Books,£7.99
"River Engineering, Principles and Practice",by F. Johnstone-Taylor,Rare Books,£11.89
The Flight of the Falcon,by Daphne Du Maurier,Rare Books,£7.69
The True Book About Helen Keller,by Eileen Bigland,Rare Books,£7.09
"Whitefriars, or The Days of Charles the Second",by Emma Robinson,Rare Books,£7.99
Under Hatches,by F. Frankfort Moore,Rare Books,£9.99
Great Riches,by Aunt Fanny,Rare Books,£6.09
Emergency Nurse,by Anne Lorraine,Rare Books,£10.29
The Scottish Islands,by George Scott-Moncrieff,Rare Books,£10.89
From Tanyard to White House,by W.M.Thayer,Rare Books,£10.49
The Arbitration. The Epitrepontes Of Menander,by Gilbert Murray,Rare Books,£3.89
Cities of The Flesh,by Zo Oldenbourg,Rare Books,£6.69
"Connective Tissue, Thrombosis, and Atherosclerosis",by I.H.Page,Rare Books,£6.79
Later Poems From Punch 1887 - 1908,by Arthur Waugh (Ed.),Rare Books,£5.09
Navigation And Astronomy For Students,by Ivan E Allison,Rare Books,£9.89
The Brilliant Touch. 240 Chess Brilliancies,by Walter Korn,Rare Books,£10.09
The A.E. Nordenskiold Collection Vol 2,by Various,Rare Books,£8.29
"The Birds Of Paradise, a Novel",by Paul Scott,Rare Books,£20.49
The Humpy in the Hills,by John Gunn,Rare Books,£3.89
The First British Empire 1714-82,by Winston S Churchill,Rare Books,£3.89
Approach to Angling in Fresh and Sea-water,by E.Marshall-Hardy,Rare Books,£6.19
Personal Column: A Testimony of Crime,,Rare Books,£10.59
Renaissance Europe 1480-1520,by J.R.Hale,Rare Books,£4.49
"Lath and Plaster, A Novel",by Angela Jeans,Rare Books,£5.59
Hard Truth: Growing out of Adversity,by Lynda Ince-Greenaway,Rare Books,£10.69
Four Keys to Guatemala,by V.Kelsey,Rare Books,£7.99
They Flew the Atlantic,by Robert De la Croix,Rare Books,£4.89
Panditji; A Portrait of Jawaharlal Nehru,by Marie Seton,Rare Books,£11.19
Crime in America,by Ramsey Clark,Rare Books,£5.39
Les Desordres Secrets,by Henri Troyat,Rare Books,£6.79
Our Bible in The Making,by J Patterson Smyth,Rare Books,£6.19
The Mistress of Bonaventure,by Harold Bindloss,Rare Books,£7.89
Belief in Action,by K.N. Bell,Rare Books,£6.49
Principles of Shakespearian Production,by G. Wilson Knight,Rare Books,£7.19
Trouble at Ponyways,by Judith M. Berrisford,Rare Books,£4.49
Sense and Nonsense in Psychology,by H.J. Eysenck,Rare Books,£4.49
The House Of Dogs,by Robin Elliott,Rare Books,£4.99
Gedichte Von Christian Friedrich von Kleist,by Christian Friedrich von Kleist,Rare Books,£23.29
Tadpoles and God,by Laurence Oliver,Rare Books,£7.89
The Wheel Of Life Vol III,by Maurice Wemyss,Rare Books,£6.19
The Road to Miklagard,by Henry Treece,Rare Books,£6.69
Aucassin and Nicolette. A Love Story,by F.W. Bourdillon,Rare Books,£5.99
Exploring The Pacific,by L F Hobley,Rare Books,£7.19
East Anglian Neighbours,by Marian Bower,Rare Books,£6.09
Life In The Early Church: A.D. 33 To 313: Vol. II.,by A. E. Welsford,Rare Books,£4.49
The Dittany Bush,by Joan Smith,Rare Books,£4.99
Home Decoration,by John Alexander,Rare Books,£4.99
Multiface,by Mark Adlard,Rare Books,£3.89
The Foal in The Womb,by A. W. Marrable,Rare Books,£5.89
Mechanics of Machines Advanced Theory and Examples,by John Hannah,Rare Books,£8.99
Psychology,by Norman L. Munn,Rare Books,£7.39
With Christ to Gethsemane,by Helen Thorp,Rare Books,£4.09
Miss Mole,by E.H. Young,Rare Books,£5.49
The Golden Centipede,by Louise Gerard,Rare Books,£13.19
Romantics At School,by Morris Marples,Rare Books,£8.49
Evaluating The Labor-market Effects Of Social Programs,by Various,Rare Books,£9.79
Organizational Experiments: Laboratory and Field Research,by William M Evan (ed.),Rare Books,£11.59
Methods of Study of Sediments,by W. H. Twenhofel and S. A. Tyler,Rare Books,£11.79
The Sins of the Fathers: Hawthorne's Psychological Themes,by Frederick Crews,Rare Books,£5.39
Practical Risk Management,by J. E. Bannister & P. A. Bawcutt,Rare Books,£7.39
The Seashore Naturalists' Handbook :,by Leslie Jackman,Rare Books,£5.19
Spurious Sun,by George Borodin,Rare Books,£10.39
Our Lady of the Hermits: Guide-Book,by Ludwig Raeber,Rare Books,£5.69
Tramways in West Yorkshire,by H. Brearley,Rare Books,£4.19
The British Amphibia and Reptiles,by L. Harrison Matthews,Rare Books,£5.99
Dick Whittington,by Fran Hunia,Rare Books,£3.99
Physics in Botany,by J. A. Richardson,Rare Books,£9.09
In the Twilight,by Andre L.Simon,Rare Books,£6.49
Ophthalmic Manifestations of Systemic Vascular Disease: Vol. III,by David G. Cogan,Rare Books,£8.99
"School-Age Mothers; Problems, Programs and Policy","by Lorraine V. Klerman, James F. Jekel",Rare Books,£7.29
The Sceptical Chymist,by Robert Boyle,Rare Books,£6.99
The Travels of Marco Polo: A Modern Translation,by Marco Polo,Rare Books,£6.49
Memoirs of a Mendicant Professor,by D.J.Enright,Rare Books,£18.39
Plays and Players: the story of the British Theatre,by C. Mcara,Rare Books,£3.99
Tell Me Some More: A Book for Children,by Mary Few,Rare Books,£6.39
Skelton and Satire,by A. R. Heiserman,Rare Books,£15.59
Paradise Lost - A Humanist Approach,by K. G. Hamilton,Rare Books,£6.79
The Late Tenant,by Louis Tracy,Rare Books,£11.89
Presenting Poetry,by T.Blackburn,Rare Books,£5.99
Pumps,"by Frank A. Kristal, F.A. Annett",Rare Books,£5.99
Pioneers of American Anthropology; the Uses of Biography,by June Helm (ed.),Rare Books,£15.59
Recollections of Thomas Graham Jackson 1835-1924,by T.G.Jackson,Rare Books,£5.09
The Gilwell Book,by Unstated,Rare Books,£6.49
Bird Behaviour,by Frank Finn,Rare Books,£4.59
Education and Society,by A.K.C Ottaway,Rare Books,£5.09
Carolingian Art,by Roger Hinks,Rare Books,£4.59
Osteochondritis Dissecans; Loose Bodies in Joints,by I.S. Smillie,Rare Books,£12.59
Thirty Thousand Miles for The Films,by N Barkas,Rare Books,£7.59
The Lieutenant's Lady,by Bess Streeter Aldrich,Rare Books,£11.29
A History of German Literature,by Calvin Thomas,Rare Books,£12.39
Who's Who of West Ham United,by Tony Hogg,Rare Books,£4.99
The Yellow Dove,by George Gibbs,Rare Books,£7.59
Ocular Differential Diagnosis,by Frederick Hampton Roy,Rare Books,£8.69
Not for Publication,by Nadine Gordimer,Rare Books,£4.59
The Art of the Piano-Teacher,by Charles W. Pearce,Rare Books,£5.09
Guide to Information Engineering Using the IEF Edition,by Texas Instruments,Rare Books,£5.09
Manufacturing Methods and Processes,by Arthur C Ansley,Rare Books,£12.79
The Numerate Manager (Study in Management Series),by Fred Keay,Rare Books,£9.49
Labour Theory,by Richard Perlman,Rare Books,£7.29
The Harvard Outline and Reading Lists for Oriental Art,by Benjamin Rowland,Rare Books,£6.99
Whitaker's Almanack 1969,by Joseph Whitaker,Rare Books,£8.49
Index Numbers,by W.R. Crowe,Rare Books,£7.29
Adam's pirate treasure: Adam's adventures: no. 4,by Benji Bennett,Rare Books,£5.49
The Ten Commandments,by Cecil B Demille,Rare Books,£6.79
Attitude Formation and Change (TV Research Committee S.),by James D. Halloran,Rare Books,£6.89
"Flying. The New Air Weekly. Volume 3, No. 24 September 9, 1939",by Various,Rare Books,£5.99
"Flying. The New Air Weekly. Volume 3, No. 21 August 19, 1939",by Various,Rare Books,£5.99
Bismarck: The Man and the Statesmen,by A J P. Taylor,Rare Books,£5.99
Know The Game The Laws Of Association Football,by Unstated,Rare Books,£4.99
Sudden Death,by Neil Arksey,Rare Books,£5.39
The Redemption of Soul Dallas,by Cara Jordan White,Rare Books,£6.09
Battleground World War I,by Jack Pearl,Rare Books,£4.99
Battle,by John toland,Rare Books,£7.29
Tales of Magic and Might,by Unstated,Rare Books,£7.29
La Flecha Negra,by R. L. Stebenson,Rare Books,£5.59
Up the Crossing,by Ken Ausden,Rare Books,£6.99
The Strange Case of Dr. Jekyll and Mr. Hyde,by Robert Louis Stevenson,Rare Books,£4.89
Doctor's Orders,by Elizabeth Seifert,Rare Books,£5.59
Symphonie D dur (Ohne Menuett): Eulenburg's Kleine Partitur - Ausgabe: KV No. 504,by Wolfgang Amadeus Mozart,Rare Books,£7.29
Unchosen,by Nan Gilbert,Rare Books,£5.89
Famous Trials III (Third Series).,by James H Hodge (ed.),Rare Books,£6.39
Yoga for women,by Nancy Phelan,Rare Books,£5.09
Great Writings of Goethe,by Stephen Spender,Rare Books,£5.59
Mass for Five Voices,by William Byrd,Rare Books,£5.69
Mrs. Beeton's All About Cookery,by Isabella Beeton,Rare Books,£6.19
La Soberana Del Campo De Oro,by Emilia Salgari,Rare Books,£7.29
The Proving Flight,by David Beaty,Rare Books,£5.59
How I Met My Guardian Angel,by Robbie H. Andrews,Rare Books,£6.19
I'll Keep You Safe,by Peter May,Rare Books,£7.19
Ordnance Survey National Grid Seventh Series One-inch map of Great Britain Ipswich Sheet 150,by Ordnance Survey,Rare Books,£4.89
The Chilterns Sheet 159,by Ordnance Survey,Rare Books,£4.99
Taunton & Lyme Regis. One-inch Map of Great Britain Sheet 177. 1:63360 Seventh Series,by Ordnance Survey,Rare Books,£4.89
Inside the Cyclone: A Story of Ups and Downs...,by Dan Roach,Rare Books,£6.39
Ordnance Survey Sheet SE58,by Ordnance Survey,Rare Books,£4.89
Ordnance Survey SE 98,by Ordnance Survey,Rare Books,£4.89
Taunton and Lyme Regis Ordnance Survey One-Inch Map of Great Britain Sheet 177,by Ordnance Survey,Rare Books,£4.99
Ordnance Survey Map. Bournemouth. Sheet 179.,by Ordnance Survey,Rare Books,£4.89
Ordnance Survey Sheet SE 57,by Ordnance Survey,Rare Books,£4.89
Ordnance Survey Sheet SD37,by Ordnance Survey,Rare Books,£4.89
Ordnance Survey Sheet SE 77,by Ordnance Survey,Rare Books,£4.89
Ordnance Survey SK 09,by Ordnance Survey,Rare Books,£4.89
Ordnance Survey Sheet NY12,by Ordnance Survey,Rare Books,£5.79
"Ordnance Survey One Inch Map of Bournemouth: 7th series, sheet 179",by Ordnance Survey,Rare Books,£4.89
Barnstaple. Sheet 163,by Ordnance Survey,Rare Books,£4.89
One-inch map of Great Britain: Land's End Sheet 189,by Ordnance Survey,Rare Books,£4.99
One-Inch Map. Sheet 85. Durham,by Ordnance Survey.,Rare Books,£4.89
"One-Inch Map of Great Britain Barrow-in-Furness, Sheet 88",by Ordnance Survey,Rare Books,£4.89
Sheet 79. Stranraer: One-inch Map of Great Britain.,by Ordnance Survey,Rare Books,£4.89
Land's End. Sheet 189,by Ordnance Survey,Rare Books,£4.89
The Classic Theatre Vol IV Six French Plays,by Eric Bentley,Rare Books,£5.49
Outlines of Biochemistry,by Eric E Conn,Rare Books,£4.49
The Far Harbour,by Naomi Mitchison,Rare Books,£4.49
Image of Tallie,by Elick Moll,Rare Books,£7.19
Humorous Readings from Charles Dickens,by Peter Haworth (ed.),Rare Books,£6.29
